Unix time,BSSID,Signal strength(-dBm),SSID,Longitude,Latitude,GPS Accuracy,AP Capabilities, Channel, Frequency
1515969397000,0c:68:03:b0:ad:dc,-83,SJSU_MyDevice,-121.88166378,37.33678398,5,[ESS][P2P][BLE],,-5280
1515969397000,0c:68:03:b0:ad:dd,-82,SJSU_Guest,-121.88166378,37.33678398,5,[ESS][BLE],,-5280
1515969397000,0c:68:03:b0:ad:de,-84,eduroam,-121.88166378,37.33678398,5,[WPA2-EAP-CCMP][ESS][BLE],,-5280
1515969397000,0c:68:03:b0:ad:df,-83,SJSU_premier,-121.88166378,37.33678398,5,[WPA2-EAP-CCMP][ESS][BLE],,-5280
1515969353000,1c:b9:c4:33:73:3c,-90,The Internet,-121.88193557,37.33684577,40,[WPA2-PSK+FT/PSK-CCMP][ESS][BLE],,-5540
1515969349000,34:a8:4e:6a:18:e3,-90,eduroam,-121.88176898,37.33653379,43,[WPA2-EAP-CCMP][ESS][BLE],,-5660
1515969349000,34:a8:4e:6a:18:e5,-90,SJSU_Guest,-121.88176898,37.33653379,43,[ESS][BLE],,-5660
1515969349000,34:a8:4e:6a:18:e6,-93,SJSU_MyDevice,-121.88176898,37.33653379,43,[ESS][P2P][BLE],,-5660
1515969349000,34:a8:4e:6a:18:e7,-90,SJSU_premier,-121.88176898,37.33653379,43,[WPA2-EAP-CCMP][ESS][BLE],,-5660
1515969353000,34:a8:4e:6a:18:eb,-85,eduroam,-121.88193557,37.33684577,40,[WPA2-EAP-CCMP][ESS][BLE],,-5660
1515969353000,34:a8:4e:6a:18:ed,-87,SJSU_Guest,-121.88193557,37.33684577,40,[ESS][BLE],,-5660
1515969353000,34:a8:4e:6a:18:ee,-87,SJSU_MyDevice,-121.88193557,37.33684577,40,[ESS][P2P][BLE],,-5660
1515969349000,34:a8:4e:6a:18:ef,-88,SJSU_premier,-121.88176898,37.33653379,43,[WPA2-EAP-CCMP][ESS][BLE],,-5660
1515969353000,50:06:04:bb:60:71,-86,SJSU_MyDevice,-121.88193557,37.33684577,40,[ESS][P2P][BLE],,62437
1515969349000,50:06:04:bb:60:73,-80,eduroam,-121.88176898,37.33653379,43,[WPA2-EAP-CCMP][ESS][BLE],,-5745
1515969349000,50:06:04:bb:60:75,-80,SJSU_Guest,-121.88176898,37.33653379,43,[ESS][BLE],,-5745
1515969349000,50:06:04:bb:60:76,-80,SJSU_MyDevice,-121.88176898,37.33653379,43,[ESS][P2P][BLE],,-5745
1515969349000,50:06:04:bb:60:77,-80,SJSU_premier,-121.88176898,37.33653379,43,[WPA2-EAP-CCMP][ESS][BLE],,-5745
1515969349000,50:06:04:bb:60:7b,-72,eduroam,-121.88176898,37.33653379,43,[WPA2-EAP-CCMP][ESS][BLE],,-5745
1515969349000,50:06:04:bb:60:7d,-72,SJSU_Guest,-121.88176898,37.33653379,43,[ESS][BLE],,-5745
1515969353000,50:06:04:bb:60:7e,-74,SJSU_MyDevice,-121.88193557,37.33684577,40,[ESS][P2P][BLE],,-5745
1515969349000,50:06:04:bb:60:7f,-73,SJSU_premier,-121.88176898,37.33653379,43,[WPA2-EAP-CCMP][ESS][BLE],,-5745
1515969299000,5e:84:1a:dd:d0:e8,-80,SETUP,-121.885344,37.33831421,28,[IBSS],,112462
1515969385000,68:86:a7:1c:b9:04,-85,SJSU_MyDevice,-121.88163699,37.33686897,8,[ESS][P2P][BLE],,-5240
1515969385000,68:86:a7:1c:b9:05,-85,SJSU_Guest,-121.88163699,37.33686897,8,[ESS][BLE],,-5240
1515969385000,68:86:a7:1c:b9:06,-84,eduroam,-121.88163699,37.33686897,8,[WPA2-EAP-CCMP][ESS][BLE],,-5240
1515969385000,68:86:a7:1c:b9:07,-85,SJSU_premier,-121.88163699,37.33686897,8,[WPA2-EAP-CCMP][ESS][BLE],,-5240
1515969385000,68:86:a7:1c:b9:0d,-86,SJSU_Guest,-121.88163699,37.33686897,8,[ESS][BLE],,-5240
1515969299000,68:86:a7:1c:be:1c,-87,SJSU_MyDevice,-121.885344,37.33831421,28,[ESS][P2P][BLE],,-5300
1515969297000,68:86:a7:1c:be:1d,-85,SJSU_Guest,-121.88527248,37.33840275,31,[ESS][BLE],,-5300
1515969297000,68:86:a7:1c:be:1e,-87,eduroam,-121.88527248,37.33840275,31,[WPA2-EAP-CCMP][ESS][BLE],,-5300
1515969297000,68:86:a7:1c:be:1f,-86,SJSU_premier,-121.88527248,37.33840275,31,[WPA2-EAP-CCMP][ESS][BLE],,-5300
1515969399000,68:86:a7:1c:cd:60,-78,SJSU_premier,-121.88167439,37.33676861,5,[WPA2-EAP-CCMP][ESS][BLE],,62437
1515969388000,68:86:a7:1c:cd:63,-78,SJSU_MyDevice,-121.88163664,37.33685083,6,[ESS][P2P][BLE],,62437
1515969347000,68:86:a7:1c:cd:6c,-84,SJSU_MyDevice,-121.88179617,37.3364896,40,[ESS][P2P][BLE],,-5260
1515969347000,68:86:a7:1c:cd:6d,-86,SJSU_Guest,-121.88179617,37.3364896,40,[ESS][BLE],,-5260
1515969353000,68:86:a7:1c:cd:6e,-86,eduroam,-121.88193557,37.33684577,40,[WPA2-EAP-CCMP][ESS][BLE],,-5260
1515969329000,68:86:a7:1c:cd:6f,-84,SJSU_premier,-121.88533861,37.33817558,76,[WPA2-EAP-CCMP][ESS][BLE],,-5260
1515969329000,68:86:a7:30:9b:ac,-86,SJSU_MyDevice,-121.88533861,37.33817558,76,[ESS][P2P][BLE],,-5660
1515969326000,68:86:a7:30:9b:ad,-89,SJSU_Guest,-121.88536397,37.33818202,108,[ESS][BLE],,-5660
1515969326000,68:86:a7:30:9b:ae,-86,eduroam,-121.88536397,37.33818202,108,[WPA2-EAP-CCMP][ESS][BLE],,-5660
1515969329000,68:86:a7:30:9b:af,-88,SJSU_premier,-121.88533861,37.33817558,76,[WPA2-EAP-CCMP][ESS][BLE],,-5660
1515969329000,68:86:a7:30:9e:e0,-81,SJSU_premier,-121.88533861,37.33817558,76,[WPA2-EAP-CCMP][ESS][BLE],,112462
1515969329000,68:86:a7:30:9e:e1,-82,eduroam,-121.88533861,37.33817558,76,[WPA2-EAP-CCMP][ESS][BLE],,112462
1515969326000,68:86:a7:30:9e:e2,-82,SJSU_Guest,-121.88536397,37.33818202,108,[ESS][BLE],,112462
1515969329000,68:86:a7:30:9e:e3,-82,SJSU_MyDevice,-121.88533861,37.33817558,76,[ESS][P2P][BLE],,112462
1515969353000,68:86:a7:30:9e:ec,-74,SJSU_MyDevice,-121.88193557,37.33684577,40,[ESS][P2P][BLE],,-5580
1515969329000,68:86:a7:30:9e:ed,-74,SJSU_Guest,-121.88533861,37.33817558,76,[ESS][BLE],,-5580
1515969353000,68:86:a7:30:9e:ee,-74,eduroam,-121.88193557,37.33684577,40,[WPA2-EAP-CCMP][ESS][BLE],,-5580
1515969353000,68:86:a7:30:9e:ef,-74,SJSU_premier,-121.88193557,37.33684577,40,[WPA2-EAP-CCMP][ESS][BLE],,-5580
1515969382000,68:86:a7:56:a4:22,-88,SJSU_Guest,-121.88163765,37.3368942,9,[ESS][BLE],,112462
1515969388000,68:86:a7:56:a4:23,-84,SJSU_MyDevice,-121.88163664,37.33685083,6,[ESS][P2P][BLE],,112462
1515969353000,68:86:a7:56:a4:24,-92,SJSU_MyDevice,-121.88193557,37.33684577,40,[ESS][P2P][BLE],,-5500
1515969353000,68:86:a7:56:a4:25,-90,SJSU_Guest,-121.88193557,37.33684577,40,[ESS][BLE],,-5500
1515969353000,68:86:a7:56:a4:26,-91,eduroam,-121.88193557,37.33684577,40,[WPA2-EAP-CCMP][ESS][BLE],,-5500
1515969329000,68:86:a7:56:a4:27,-91,SJSU_premier,-121.88533861,37.33817558,76,[WPA2-EAP-CCMP][ESS][BLE],,-5500
1515969388000,68:86:a7:56:a4:2d,-81,SJSU_Guest,-121.88163664,37.33685083,6,[ESS][BLE],,-5500
1515969391000,68:86:a7:56:a4:2e,-82,eduroam,-121.88163839,37.33683652,5,[WPA2-EAP-CCMP][ESS][BLE],,-5500
1515969297000,68:86:a7:56:af:b0,-84,SJSU_premier,-121.88527248,37.33840275,31,[WPA2-EAP-CCMP][ESS][BLE],,62437
1515969297000,68:86:a7:56:af:b1,-85,eduroam,-121.88527248,37.33840275,31,[WPA2-EAP-CCMP][ESS][BLE],,62437
1515969299000,68:86:a7:56:af:b3,-84,SJSU_MyDevice,-121.885344,37.33831421,28,[ESS][P2P][BLE],,62437
1515969297000,68:86:a7:56:af:bd,-88,SJSU_Guest,-121.88527248,37.33840275,31,[ESS][BLE],,-5220
1515969297000,68:86:a7:56:af:be,-89,eduroam,-121.88527248,37.33840275,31,[WPA2-EAP-CCMP][ESS][BLE],,-5220
1515969297000,68:86:a7:56:af:bf,-89,SJSU_premier,-121.88527248,37.33840275,31,[WPA2-EAP-CCMP][ESS][BLE],,-5220
1515969397000,68:86:a7:56:b9:90,-83,SJSU_premier,-121.88166378,37.33678398,5,[WPA2-EAP-CCMP][ESS][BLE],,12412
1515969399000,68:86:a7:56:b9:91,-85,eduroam,-121.88167439,37.33676861,5,[WPA2-EAP-CCMP][ESS][BLE],,12412
1515969397000,68:86:a7:56:b9:92,-82,SJSU_Guest,-121.88166378,37.33678398,5,[ESS][BLE],,12412
1515969391000,68:86:a7:56:b9:93,-84,SJSU_MyDevice,-121.88163839,37.33683652,5,[ESS][P2P][BLE],,12412
1515969349000,68:86:a7:56:b9:9e,-90,eduroam,-121.88176898,37.33653379,43,[WPA2-EAP-CCMP][ESS][BLE],,-5220
1515969297000,68:86:a7:56:ba:80,-59,SJSU_premier,-121.88527248,37.33840275,31,[WPA2-EAP-CCMP][ESS][BLE],,12412
1515969297000,68:86:a7:56:ba:81,-59,eduroam,-121.88527248,37.33840275,31,[WPA2-EAP-CCMP][ESS][BLE],,12412
1515969297000,68:86:a7:56:ba:82,-59,SJSU_Guest,-121.88527248,37.33840275,31,[ESS][BLE],,12412
1515969297000,68:86:a7:56:ba:83,-59,SJSU_MyDevice,-121.88527248,37.33840275,31,[ESS][P2P][BLE],,12412
1515969302000,68:86:a7:56:ba:8c,-50,SJSU_MyDevice,-121.8853621,37.33827662,13,[ESS][P2P][BLE],,-5180
1515969302000,68:86:a7:56:ba:8d,-50,SJSU_Guest,-121.8853621,37.33827662,13,[ESS][BLE],,-5180
1515969302000,68:86:a7:56:ba:8e,-50,eduroam,-121.8853621,37.33827662,13,[WPA2-EAP-CCMP][ESS][BLE],,-5180
1515969302000,68:86:a7:56:ba:8f,-50,SJSU_premier,-121.8853621,37.33827662,13,[WPA2-EAP-CCMP][ESS][BLE],,-5180
1515969302000,68:86:a7:56:bb:31,-80,eduroam,-121.8853621,37.33827662,13,[WPA2-EAP-CCMP][ESS][BLE],,62437
1515969302000,68:86:a7:56:bb:32,-81,SJSU_Guest,-121.8853621,37.33827662,13,[ESS][BLE],,62437
1515969302000,68:86:a7:56:bb:33,-81,SJSU_MyDevice,-121.8853621,37.33827662,13,[ESS][P2P][BLE],,62437
1515969314000,68:86:a7:56:bd:00,-76,SJSU_premier,-121.88536905,37.33823119,19,[WPA2-EAP-CCMP][ESS][BLE],,112462
1515969314000,68:86:a7:56:bd:01,-75,eduroam,-121.88536905,37.33823119,19,[WPA2-EAP-CCMP][ESS][BLE],,112462
1515969314000,68:86:a7:56:bd:02,-76,SJSU_Guest,-121.88536905,37.33823119,19,[ESS][BLE],,112462
1515969314000,68:86:a7:56:bd:03,-76,SJSU_MyDevice,-121.88536905,37.33823119,19,[ESS][P2P][BLE],,112462
1515969299000,68:86:a7:56:bd:0c,-76,SJSU_MyDevice,-121.885344,37.33831421,28,[ESS][P2P][BLE],,-5280
1515969299000,68:86:a7:56:bd:0d,-76,SJSU_Guest,-121.885344,37.33831421,28,[ESS][BLE],,-5280
1515969299000,68:86:a7:56:bd:0e,-75,eduroam,-121.885344,37.33831421,28,[WPA2-EAP-CCMP][ESS][BLE],,-5280
1515969299000,68:86:a7:56:bd:0f,-76,SJSU_premier,-121.885344,37.33831421,28,[WPA2-EAP-CCMP][ESS][BLE],,-5280
1515969391000,68:86:a7:56:be:71,-85,eduroam,-121.88163839,37.33683652,5,[WPA2-EAP-CCMP][ESS][BLE],,12412
1515969391000,68:86:a7:56:be:72,-85,SJSU_Guest,-121.88163839,37.33683652,5,[ESS][BLE],,12412
1515969394000,68:86:a7:56:be:73,-84,SJSU_MyDevice,-121.88164784,37.33680986,5,[ESS][P2P][BLE],,12412
1515969399000,68:86:a7:56:be:7c,-81,SJSU_MyDevice,-121.88167439,37.33676861,5,[ESS][P2P][BLE],,-5180
1515969391000,68:86:a7:56:c2:ac,-84,SJSU_MyDevice,-121.88163839,37.33683652,5,[ESS][P2P][BLE],,-5260
1515969391000,68:86:a7:56:c2:ad,-87,SJSU_Guest,-121.88163839,37.33683652,5,[ESS][BLE],,-5260
1515969399000,68:86:a7:56:c2:ae,-86,eduroam,-121.88167439,37.33676861,5,[WPA2-EAP-CCMP][ESS][BLE],,-5260
1515969394000,68:86:a7:56:c2:af,-86,SJSU_premier,-121.88164784,37.33680986,5,[WPA2-EAP-CCMP][ESS][BLE],,-5260
1515969394000,68:86:a7:56:c4:a5,-88,SJSU_Guest,-121.88164784,37.33680986,5,[ESS][BLE],,-5260
1515969394000,68:86:a7:56:c4:a6,-89,eduroam,-121.88164784,37.33680986,5,[WPA2-EAP-CCMP][ESS][BLE],,-5260
1515969382000,68:86:a7:56:c4:ac,-87,SJSU_MyDevice,-121.88163765,37.3368942,9,[ESS][P2P][BLE],,-5260
1515969379000,68:86:a7:56:c4:af,-85,SJSU_premier,-121.88164882,37.33691151,11,[WPA2-EAP-CCMP][ESS][BLE],,-5260
1515969314000,68:86:a7:d7:93:73,-82,SJSU_MyDevice,-121.88536905,37.33823119,19,[ESS][P2P][BLE],,112462
1515969297000,68:86:a7:d7:97:a0,-75,SJSU_premier,-121.88527248,37.33840275,31,[WPA2-EAP-CCMP][ESS][BLE],,62437
1515969308000,68:86:a7:d7:97:a1,-69,eduroam,-121.88536853,37.33823273,12,[WPA2-EAP-CCMP][ESS][BLE],,62437
1515969308000,68:86:a7:d7:97:a2,-74,SJSU_Guest,-121.88536853,37.33823273,12,[ESS][BLE],,62437
1515969297000,68:86:a7:d7:97:a3,-72,SJSU_MyDevice,-121.88527248,37.33840275,31,[ESS][P2P][BLE],,62437
1515969297000,68:86:a7:d7:97:ac,-64,SJSU_MyDevice,-121.88527248,37.33840275,31,[ESS][P2P][BLE],,-5240
1515969297000,68:86:a7:d7:97:ad,-64,SJSU_Guest,-121.88527248,37.33840275,31,[ESS][BLE],,-5240
1515969297000,68:86:a7:d7:97:ae,-64,eduroam,-121.88527248,37.33840275,31,[WPA2-EAP-CCMP][ESS][BLE],,-5240
1515969297000,68:86:a7:d7:97:af,-64,SJSU_premier,-121.88527248,37.33840275,31,[WPA2-EAP-CCMP][ESS][BLE],,-5240
1515969343000,6c:fa:89:54:d3:71,-82,eduroam,-121.88228638,37.33648866,50,[WPA2-EAP-CCMP][ESS][BLE],,12412
1515969397000,6c:fa:89:54:d3:72,-72,SJSU_Guest,-121.88166378,37.33678398,5,[ESS][BLE],,12412
1515969349000,6c:fa:89:54:d3:7c,-89,SJSU_MyDevice,-121.88176898,37.33653379,43,[ESS][P2P][BLE],,-5240
1515969349000,6c:fa:89:54:d3:7f,-89,SJSU_premier,-121.88176898,37.33653379,43,[WPA2-EAP-CCMP][ESS][BLE],,-5240
1515969364000,88:75:56:1e:f6:f0,-87,SJSU_premier,-121.88191594,37.33700659,33,[WPA2-EAP-CCMP][ESS][BLE],,112462
1515969353000,88:75:56:1e:f6:f1,-84,SJSU_Guest,-121.88193557,37.33684577,40,[ESS][BLE],,112462
1515969353000,88:75:56:1e:f6:f2,-85,eduroam,-121.88193557,37.33684577,40,[WPA2-EAP-CCMP][ESS][BLE],,112462
1515969329000,88:75:56:1f:bd:30,-85,SJSU_premier,-121.88533861,37.33817558,76,[WPA2-EAP-CCMP][ESS][BLE],,112462
1515969332000,88:75:56:1f:bd:32,-84,SJSU_Guest,-121.88526178,37.33816745,76,[ESS][BLE],,112462
1515969332000,88:75:56:1f:bd:33,-84,SJSU_MyDevice,-121.88526178,37.33816745,76,[ESS][P2P][BLE],,112462
1515969329000,88:75:56:1f:bd:34,-83,SJSU_MyDevice,-121.88533861,37.33817558,76,[ESS][P2P][BLE],,-5260
1515969329000,88:75:56:1f:bd:35,-84,SJSU_Guest,-121.88533861,37.33817558,76,[ESS][BLE],,-5260
1515969329000,88:75:56:1f:bd:36,-84,eduroam,-121.88533861,37.33817558,76,[WPA2-EAP-CCMP][ESS][BLE],,-5260
1515969329000,88:75:56:1f:bd:37,-83,SJSU_premier,-121.88533861,37.33817558,76,[WPA2-EAP-CCMP][ESS][BLE],,-5260
1515969326000,88:75:56:1f:bd:3c,-88,SJSU_MyDevice,-121.88536397,37.33818202,108,[ESS][P2P][BLE],,-5260
1515969332000,88:75:56:1f:bd:3e,-87,eduroam,-121.88526178,37.33816745,76,[WPA2-EAP-CCMP][ESS][BLE],,-5260
1515969349000,88:75:56:c7:4f:f1,-88,eduroam,-121.88176898,37.33653379,43,[WPA2-EAP-CCMP][ESS][BLE],,12412
1515969349000,88:75:56:c7:4f:f2,-85,SJSU_Guest,-121.88176898,37.33653379,43,[ESS][BLE],,12412
1515969349000,88:75:56:c7:4f:f3,-87,SJSU_MyDevice,-121.88176898,37.33653379,43,[ESS][P2P][BLE],,12412
1515969353000,88:75:56:c7:4f:fc,-82,SJSU_MyDevice,-121.88193557,37.33684577,40,[ESS][P2P][BLE],,-5220
1515969329000,88:75:56:c7:4f:fd,-85,SJSU_Guest,-121.88533861,37.33817558,76,[ESS][BLE],,-5220
1515969353000,88:75:56:c7:4f:fe,-82,eduroam,-121.88193557,37.33684577,40,[WPA2-EAP-CCMP][ESS][BLE],,-5220
1515969356000,88:75:56:c7:4f:ff,-84,SJSU_premier,-121.88196444,37.33692654,35,[WPA2-EAP-CCMP][ESS][BLE],,-5220
1515969335000,88:90:8d:93:3a:ab,-80,eduroam,-121.88487729,37.33817115,93,[WPA2-EAP-CCMP][ESS][BLE],,-5300
1515969335000,88:90:8d:93:3a:ad,-80,SJSU_Guest,-121.88487729,37.33817115,93,[ESS][BLE],,-5300
1515969335000,88:90:8d:93:3a:ae,-80,SJSU_MyDevice,-121.88487729,37.33817115,93,[ESS][P2P][BLE],,-5300
1515969335000,88:90:8d:93:3a:af,-79,SJSU_premier,-121.88487729,37.33817115,93,[WPA2-EAP-CCMP][ESS][BLE],,-5300
1515969356000,88:90:8d:93:3c:1b,-66,eduroam,-121.88196444,37.33692654,35,[WPA2-EAP-CCMP][ESS][BLE],,-5805
1515969356000,88:90:8d:93:3c:1d,-66,SJSU_Guest,-121.88196444,37.33692654,35,[ESS][BLE],,-5805
1515969356000,88:90:8d:93:3c:1e,-66,SJSU_MyDevice,-121.88196444,37.33692654,35,[ESS][P2P][BLE],,-5805
1515969356000,88:90:8d:93:3c:1f,-66,SJSU_premier,-121.88196444,37.33692654,35,[WPA2-EAP-CCMP][ESS][BLE],,-5805
1515969341000,b4:e9:b0:b2:0f:c0,-83,SJSU_premier,-121.88285323,37.33669748,55,[WPA2-EAP-CCMP][ESS][BLE],,112462
1515969341000,b4:e9:b0:b2:0f:c1,-82,eduroam,-121.88285323,37.33669748,55,[WPA2-EAP-CCMP][ESS][BLE],,112462
1515969299000,b4:e9:b0:b2:0f:c2,-87,SJSU_Guest,-121.885344,37.33831421,28,[ESS][BLE],,112462
1515969341000,b4:e9:b0:b2:0f:c3,-83,SJSU_MyDevice,-121.88285323,37.33669748,55,[ESS][P2P][BLE],,112462
1515969338000,b4:e9:b0:b2:0f:c4,-88,SJSU_MyDevice,-121.88462994,37.33815514,100,[ESS][P2P][BLE],,-5180
1515969338000,b4:e9:b0:b2:0f:c5,-87,SJSU_Guest,-121.88462994,37.33815514,100,[ESS][BLE],,-5180
1515969338000,b4:e9:b0:b2:0f:c6,-88,eduroam,-121.88462994,37.33815514,100,[WPA2-EAP-CCMP][ESS][BLE],,-5180
1515969338000,b4:e9:b0:b2:0f:c7,-88,SJSU_premier,-121.88462994,37.33815514,100,[WPA2-EAP-CCMP][ESS][BLE],,-5180
1515969341000,b4:e9:b0:b2:0f:cc,-87,SJSU_MyDevice,-121.88285323,37.33669748,55,[ESS][P2P][BLE],,-5180
